Unidades de saúde;Data;Quantidade de leitos UTI Neonatal;Disponíveis/Vagos UTI Neonatal;Ocupados UTI Neonatal;Bloqueados UTI Neonatal;Ocupação(%) de leitos UTI Neonatal
GOIÂNIA/HMI;04/04/2020;10;1;9;0;90,0
GOIÂNIA/HMI;05/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;06/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;07/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;08/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;09/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;10/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;11/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;12/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;13/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;14/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;15/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;16/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;17/04/2020;10;1;9;0;90,0
GOIÂNIA/HMI;18/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;19/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;20/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;21/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;22/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;23/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;24/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;25/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;26/04/2020;10;1;9;0;90,0
GOIÂNIA/HMI;27/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;28/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;29/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;30/04/2020;10;0;10;0;100,0
GOIÂNIA/HMI;01/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;02/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;03/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;04/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;05/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;06/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;07/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;08/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;09/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;10/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;11/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;12/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;13/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;14/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;15/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;16/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;17/05/2020;10;1;9;0;90,0
GOIÂNIA/HMI;18/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;19/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;20/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;21/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;22/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;23/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;24/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;25/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;26/05/2020;10;1;9;0;90,0
GOIÂNIA/HMI;27/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;28/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;29/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;30/05/2020;10;1;9;0;90,0
GOIÂNIA/HMI;31/05/2020;10;0;10;0;100,0
GOIÂNIA/HMI;01/06/2020;10;1;9;0;90,0
GOIÂNIA/HMI;02/06/2020;10;2;8;0;80,0
GOIÂNIA/HMI;03/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;04/06/2020;10;1;9;0;90,0
GOIÂNIA/HMI;05/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;06/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;07/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;08/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;09/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;10/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;11/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;12/06/2020;10;1;9;0;90,0
GOIÂNIA/HMI;13/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;14/06/2020;10;1;9;0;90,0
GOIÂNIA/HMI;15/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;16/06/2020;10;1;9;0;90,0
GOIÂNIA/HMI;17/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;18/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;19/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;20/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;21/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;22/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;23/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;24/06/2020;10;1;9;0;90,0
GOIÂNIA/HMI;25/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;26/06/2020;10;1;9;0;90,0
GOIÂNIA/HMI;27/06/2020;10;2;8;0;80,0
GOIÂNIA/HMI;28/06/2020;10;1;9;0;90,0
GOIÂNIA/HMI;29/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;30/06/2020;10;0;10;0;100,0
GOIÂNIA/HMI;01/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;02/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;03/07/2020;10;1;9;0;90,0
GOIÂNIA/HMI;04/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;05/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;06/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;07/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;08/07/2020;10;1;9;0;90,0
GOIÂNIA/HMI;09/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;10/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;11/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;12/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;13/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;14/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;15/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;16/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;17/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;18/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;19/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;20/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;21/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;22/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;23/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;24/07/2020;10;1;9;0;90,0
GOIÂNIA/HMI;25/07/2020;10;1;9;0;90,0
GOIÂNIA/HMI;26/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;27/07/2020;10;1;9;0;90,0
GOIÂNIA/HMI;28/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;29/07/2020;10;1;9;0;90,0
GOIÂNIA/HMI;30/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;31/07/2020;10;0;10;0;100,0
GOIÂNIA/HMI;01/08/2020;10;1;9;0;90,0
GOIÂNIA/HMI;02/08/2020;10;2;8;0;80,0
GOIÂNIA/HMI;03/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;04/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;05/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;06/08/2020;10;2;8;0;80,0
GOIÂNIA/HMI;07/08/2020;10;1;9;0;90,0
GOIÂNIA/HMI;08/08/2020;10;1;9;0;90,0
GOIÂNIA/HMI;09/08/2020;10;1;9;0;90,0
GOIÂNIA/HMI;10/08/2020;10;1;9;0;90,0
GOIÂNIA/HMI;11/08/2020;10;1;9;0;90,0
GOIÂNIA/HMI;12/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;13/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;14/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;15/08/2020;10;1;9;0;90,0
GOIÂNIA/HMI;16/08/2020;10;1;9;0;90,0
GOIÂNIA/HMI;17/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;18/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;19/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;20/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;21/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;22/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;23/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;24/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;25/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;26/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;27/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;28/08/2020;10;1;9;0;90,0
GOIÂNIA/HMI;29/08/2020;10;1;9;0;90,0
GOIÂNIA/HMI;30/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;31/08/2020;10;0;10;0;100,0
GOIÂNIA/HMI;01/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;02/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;03/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;04/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;05/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;06/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;07/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;08/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;09/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;10/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;11/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;12/09/2020;10;1;9;0;90,0
GOIÂNIA/HMI;13/09/2020;10;1;9;0;90,0
GOIÂNIA/HMI;14/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;15/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;16/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;17/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;18/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;19/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;20/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;21/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;22/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;23/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;24/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;25/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;26/09/2020;10;1;9;0;90,0
GOIÂNIA/HMI;27/09/2020;10;1;9;0;90,0
GOIÂNIA/HMI;28/09/2020;10;1;9;0;90,0
GOIÂNIA/HMI;29/09/2020;10;1;9;0;90,0
GOIÂNIA/HMI;30/09/2020;10;0;10;0;100,0
GOIÂNIA/HMI;01/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;02/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;03/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;04/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;05/10/2020;10;1;9;0;90,0
GOIÂNIA/HMI;06/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;07/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;08/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;09/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;10/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;11/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;12/10/2020;10;1;9;0;90,0
GOIÂNIA/HMI;13/10/2020;10;2;8;0;80,0
GOIÂNIA/HMI;14/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;15/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;16/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;17/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;18/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;19/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;20/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;21/10/2020;10;1;9;0;90,0
GOIÂNIA/HMI;22/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;23/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;24/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;25/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;26/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;27/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;28/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;29/10/2020;10;0;10;0;100,0
GOIÂNIA/HMI;30/10/2020;10;1;9;0;90,0
GOIÂNIA/HMI;31/10/2020;10;1;9;0;90,0
GOIÂNIA/HMI;01/11/2020;10;2;8;0;80,0
GOIÂNIA/HMI;02/11/2020;10;1;9;0;90,0
GOIÂNIA/HMI;03/11/2020;10;1;9;0;90,0
GOIÂNIA/HMI;04/11/2020;10;1;9;0;90,0
GOIÂNIA/HMI;05/11/2020;10;1;9;0;90,0
GOIÂNIA/HMI;06/11/2020;10;1;9;0;90,0
GOIÂNIA/HMI;07/11/2020;10;1;9;0;90,0
GOIÂNIA/HMI;08/11/2020;10;1;9;0;90,0
GOIÂNIA/HMI;09/11/2020;10;0;9;1;100,0
GOIÂNIA/HMI;10/11/2020;10;0;9;1;100,0
GOIÂNIA/HMI;11/11/2020;10;0;9;1;100,0
GOIÂNIA/HMI;12/11/2020;10;0;9;1;100,0
GOIÂNIA/HMI;13/11/2020;10;0;9;1;100,0
GOIÂNIA/HMI;14/11/2020;10;1;8;1;90,0
GOIÂNIA/HMI;15/11/2020;10;1;7;2;90,0
GOIÂNIA/HMI;16/11/2020;10;1;7;2;90,0
GOIÂNIA/HMI;17/11/2020;10;0;8;2;100,0
GOIÂNIA/HMI;18/11/2020;10;0;8;2;100,0
GOIÂNIA/HMI;19/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;20/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;21/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;22/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;23/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;24/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;25/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;26/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;27/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;28/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;29/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;30/11/2020;10;0;7;3;100,0
GOIÂNIA/HMI;01/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;02/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;03/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;04/12/2020;10;1;6;3;90,0
GOIÂNIA/HMI;05/12/2020;10;0;6;4;100,0
GOIÂNIA/HMI;06/12/2020;10;0;6;4;100,0
GOIÂNIA/HMI;07/12/2020;10;1;5;4;90,0
GOIÂNIA/HMI;08/12/2020;10;0;6;4;100,0
GOIÂNIA/HMI;09/12/2020;10;0;6;4;100,0
GOIÂNIA/HMI;10/12/2020;10;0;6;4;100,0
GOIÂNIA/HMI;11/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;12/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;13/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;14/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;15/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;16/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;17/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;18/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;19/12/2020;10;1;6;3;90,0
GOIÂNIA/HMI;20/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;21/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;22/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;23/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;24/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;25/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;26/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;27/12/2020;10;1;6;3;90,0
GOIÂNIA/HMI;28/12/2020;10;1;6;3;90,0
GOIÂNIA/HMI;29/12/2020;10;0;7;3;100,0
GOIÂNIA/HMI;30/12/2020;10;0;8;2;100,0
GOIÂNIA/HMI;31/12/2020;10;0;8;2;100,0
GOIÂNIA/HMI;01/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;02/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;03/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;04/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;05/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;06/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;07/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;08/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;09/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;10/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;11/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;12/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;13/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;14/01/2021;10;1;7;2;90,0
GOIÂNIA/HMI;15/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;16/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;17/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;18/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;19/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;20/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;21/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;22/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;23/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;24/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;25/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;26/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;27/01/2021;10;1;7;2;90,0
GOIÂNIA/HMI;28/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;29/01/2021;10;1;7;2;90,0
GOIÂNIA/HMI;30/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;31/01/2021;10;0;8;2;100,0
GOIÂNIA/HMI;01/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;02/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;03/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;04/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;05/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;06/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;07/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;08/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;09/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;10/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;11/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;12/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;13/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;14/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;15/02/2021;10;0;8;2;100,0
GOIÂNIA/HMI;16/02/2021;10;3;5;2;70,0
GOIÂNIA/HMI;17/02/2021;10;3;5;2;70,0
GOIÂNIA/HMI;18/02/2021;10;0;5;5;100,0
GOIÂNIA/HMI;19/02/2021;10;0;5;5;100,0
GOIÂNIA/HMI;20/02/2021;10;0;5;5;100,0
GOIÂNIA/HMI;21/02/2021;10;0;5;5;100,0
GOIÂNIA/HMI;22/02/2021;10;0;5;5;100,0
GOIÂNIA/HMI;23/02/2021;10;2;8;0;80,0
GOIÂNIA/HMI;24/02/2021;10;0;10;0;100,0
GOIÂNIA/HMI;25/02/2021;10;0;10;0;100,0
GOIÂNIA/HMI;26/02/2021;10;1;9;0;90,0
GOIÂNIA/HMI;27/02/2021;10;1;9;0;90,0
GOIÂNIA/HMI;28/02/2021;10;1;9;0;90,0
GOIÂNIA/HMI;01/03/2021;10;1;9;0;90,0
GOIÂNIA/HMI;02/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;03/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;04/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;05/03/2021;10;1;9;0;90,0
GOIÂNIA/HMI;06/03/2021;10;2;8;0;80,0
GOIÂNIA/HMI;07/03/2021;10;3;7;0;70,0
GOIÂNIA/HMI;08/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;09/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;10/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;11/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;12/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;13/03/2021;10;1;9;0;90,0
GOIÂNIA/HMI;14/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;15/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;16/03/2021;10;1;9;0;90,0
GOIÂNIA/HMI;17/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;18/03/2021;10;0;10;0;100,0
GOIÂNIA/HMI;19/03/2021;10;1;9;0;90,0
GOIÂNIA/HMI;20/03/2021;10;2;8;0;80,0
GOIÂNIA/HMI;21/03/2021;10;1;9;0;90,0
